individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target
2,Deutscher Bundestag,e,Verwaltungseinnahmen,12,Deutscher Bundestag,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,12,1257
2,Deutscher Bundestag,e,Verwaltungseinnahmen,12,Deutscher Bundestag,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,13,70
2,Deutscher Bundestag,e,Übrige Einnahmen,12,Deutscher Bundestag,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,13,0
2,Deutscher Bundestag,e,Verwaltungseinnahmen,13,Die Wehrbeauftragte des Deutschen Bundestages,11999,11,Vermischte Einnahmen,nein,29,1
2,Deutscher Bundestag,e,Verwaltungseinnahmen,13,Die Wehrbeauftragte des Deutschen Bundestages,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,29,0
2,Deutscher Bundestag,e,Verwaltungseinnahmen,16,Parlamentarische Kontrolle der Nachrichtendienste,11999,11,Vermischte Einnahmen,nein,37,1
2,Deutscher Bundestag,e,Verwaltungseinnahmen,16,Parlamentarische Kontrolle der Nachrichtendienste,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,37,1
2,Deutscher Bundestag,e,Verwaltungseinnahmen,17,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,11999,11,Vermischte Einnahmen,nein,40,1
2,Deutscher Bundestag,e,Verwaltungseinnahmen,17,Die Bundesbeauftragte für die Opfer der SED-Diktatur beim Deutschen Bundestag,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,40,1
3,Bundesrat,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,6,0
3,Bundesrat,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,6,0
3,Bundesrat,e,Verwaltungseinnahmen,12,Bundesrat,11101,11,"Gebühren, sonstige Entgelte",nein,11,0
3,Bundesrat,e,Verwaltungseinnahmen,12,Bundesrat,11901,11,Einnahmen aus Veröffentlichungen,nein,11,0
3,Bundesrat,e,Verwaltungseinnahmen,12,Bundesrat,11999,11,Vermischte Einnahmen,nein,11,31
3,Bundesrat,e,Verwaltungseinnahmen,12,Bundesrat,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,11,0
3,Bundesrat,e,Übrige Einnahmen,12,Bundesrat,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,11,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,10,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,6,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,10,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,10,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,10,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BKAmts,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,10,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,12,Bundeskanzler und Bundeskanzleramt,11101,11,"Gebühren, sonstige Entgelte",nein,15,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,12,Bundeskanzler und Bundeskanzleramt,11999,11,Vermischte Einnahmen,nein,15,50
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,12,Bundeskanzler und Bundeskanzleramt,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,15,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,12,Bundeskanzler und Bundeskanzleramt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,15,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,13,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration, Die Beauftragte der Bundesregierung für Antirassismus",11999,11,Vermischte Einnahmen,nein,20,600
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,13,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration, Die Beauftragte der Bundesregierung für Antirassismus",28201,11,Einnahmen aus Spenden für den Nationalen Aktionsplan Integration,nein,20,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,13,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration, Die Beauftragte der Bundesregierung für Antirassismus",28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,20,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,13,"Die Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration, Die Beauftragte der Bundesregierung für Antirassismus",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,20,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,15,Der Beauftragte der Bundesregierung für Ostdeutschland,11999,11,Vermischte Einnahmen,nein,27,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,15,Der Beauftragte der Bundesregierung für Ostdeutschland,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,27,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,31,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,32,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,31,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,32,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,31,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben des Geschäftsbereichs des BPA,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,32,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,32,Presse- und Informationsamt der Bundesregierung,11901,11,Einnahmen aus Veröffentlichungen,nein,37,85
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,32,Presse- und Informationsamt der Bundesregierung,11999,11,Vermischte Einnahmen,nein,37,140
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,32,Presse- und Informationsamt der Bundesregierung,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,37,30
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,32,Presse- und Informationsamt der Bundesregierung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,37,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,51,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,44,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,51,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,44,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,51,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben der BKM und des Geschäftsbereichs,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,44,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,52,Die Beauftragte der Bundesregierung für Kultur und Medien,11999,11,Vermischte Einnahmen,nein,51,164350
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,52,Die Beauftragte der Bundesregierung für Kultur und Medien,13201,195,Erlöse aus der Veräußerung von beweglichen Sachen,nein,52,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,52,Die Beauftragte der Bundesregierung für Kultur und Medien,23201,195,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,nein,52,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,52,Die Beauftragte der Bundesregierung für Kultur und Medien,27201,187,Einnahmen aus Zuschüssen der Europäischen Union,nein,52,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,52,Die Beauftragte der Bundesregierung für Kultur und Medien,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,52,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,53,Bundesarchiv,11101,162,"Gebühren, sonstige Entgelte",nein,102,815
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,53,Bundesarchiv,11901,162,Einnahmen aus Veröffentlichungen,nein,102,15
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,53,Bundesarchiv,11999,162,Vermischte Einnahmen,nein,103,310
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,53,Bundesarchiv,12401,162,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,103,22
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,53,Bundesarchiv,13201,162,Erlöse aus der Veräußerung von beweglichen Sachen,nein,103,25
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,53,Bundesarchiv,28201,162,Einnahmen aus zweckgebundenen Zuschüssen,nein,103,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,53,Bundesarchiv,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,104,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,53,Bundesarchiv,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,104,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,54,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,11999,187,Vermischte Einnahmen,nein,111,6
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,54,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,27201,187,Einnahmen aus Zuschüssen der Europäischen Union,nein,111,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,54,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,111,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,54,Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,111,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,56,Kunstverwaltung des Bundes,11901,187,Einnahmen aus Veröffentlichungen,nein,115,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,56,Kunstverwaltung des Bundes,11999,187,Vermischte Einnahmen,nein,115,0
4,Bundeskanzler und Bundeskanzleramt,e,Verwaltungseinnahmen,56,Kunstverwaltung des Bundes,13201,195,Erlöse aus der Veräußerung von beweglichen Sachen,nein,115,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,56,Kunstverwaltung des Bundes,28201,195,Einnahmen aus Erstattungen,nein,116,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,56,Kunstverwaltung des Bundes,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,116,0
4,Bundeskanzler und Bundeskanzleramt,e,Übrige Einnahmen,56,Kunstverwaltung des Bundes,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,116,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,1,Sicherung von Frieden und Stabilität,11999,29,Vermischte Einnahmen,nein,7,7500
5,Auswärtiges Amt,e,Übrige Einnahmen,1,Sicherung von Frieden und Stabilität,28601,29,Rückeinnahmen aus Leistungen der Ausstattungshilfe,nein,7,200
5,Auswärtiges Amt,e,Übrige Einnahmen,1,Sicherung von Frieden und Stabilität,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,7,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,2,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,11901,13,Einnahmen aus Veröffentlichungen,nein,22,20
5,Auswärtiges Amt,e,Verwaltungseinnahmen,2,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,11999,29,Vermischte Einnahmen,nein,22,500
5,Auswärtiges Amt,e,Übrige Einnahmen,2,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,27201,165,Zuschüsse der EU zur Durchführung von Aufträgen,nein,22,0
5,Auswärtiges Amt,e,Übrige Einnahmen,2,Bilaterale Zusammenarbeit und Pflege der Auslandsbeziehungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,22,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,4,Pflege kultureller Beziehungen zum Ausland,11999,24,Vermischte Einnahmen,nein,37,7500
5,Auswärtiges Amt,e,Verwaltungseinnahmen,4,Pflege kultureller Beziehungen zum Ausland,13101,21,Erlöse aus dem Verkauf von Liegenschaften im Ausland,nein,37,0
5,Auswärtiges Amt,e,Übrige Einnahmen,4,Pflege kultureller Beziehungen zum Ausland,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,37,0
5,Auswärtiges Amt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",nein,63,0
5,Auswärtiges Amt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,63,0
5,Auswärtiges Amt,e,Übrige Einnahmen,11,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,63,0
5,Auswärtiges Amt,e,Übrige Einnahmen,12,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,71,0
5,Auswärtiges Amt,e,Übrige Einnahmen,12,Bundesministerium,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,nein,71,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,13,Deutsches Archäologisches Institut,11101,165,"Gebühren, sonstige Entgelte",nein,89,31
5,Auswärtiges Amt,e,Verwaltungseinnahmen,13,Deutsches Archäologisches Institut,11901,165,Einnahmen aus Veröffentlichungen,nein,89,50
5,Auswärtiges Amt,e,Verwaltungseinnahmen,13,Deutsches Archäologisches Institut,11999,165,Vermischte Einnahmen,nein,89,8
5,Auswärtiges Amt,e,Verwaltungseinnahmen,13,Deutsches Archäologisches Institut,12401,165,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,90,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,13,Deutsches Archäologisches Institut,13201,165,Erlöse aus der Veräußerung von beweglichen Sachen,nein,90,0
5,Auswärtiges Amt,e,Übrige Einnahmen,13,Deutsches Archäologisches Institut,27201,165,Zuschüsse von der EU zur Durchführung von Aufträgen,nein,90,0
5,Auswärtiges Amt,e,Übrige Einnahmen,13,Deutsches Archäologisches Institut,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,nein,90,0
5,Auswärtiges Amt,e,Übrige Einnahmen,13,Deutsches Archäologisches Institut,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,90,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,14,Bundesamt für Auswärtige Angelegenheiten,11101,11,"Gebühren, sonstige Entgelte",nein,98,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,14,Bundesamt für Auswärtige Angelegenheiten,11901,11,Einnahmen aus Veröffentlichungen,nein,98,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,14,Bundesamt für Auswärtige Angelegenheiten,11999,11,Vermischte Einnahmen,nein,98,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,14,Bundesamt für Auswärtige Angelegenheiten,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,98,0
5,Auswärtiges Amt,e,Verwaltungseinnahmen,14,Bundesamt für Auswärtige Angelegenheiten,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen,nein,98,7
5,Auswärtiges Amt,e,Übrige Einnahmen,14,Bundesamt für Auswärtige Angelegenheiten,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,98,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,1,"Heimat, Gesellschaft und Verfassung",11999,12,Vermischte Einnahmen,nein,9,1100
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,1,"Heimat, Gesellschaft und Verfassung",27201,11,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,nein,9,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,1,"Heimat, Gesellschaft und Verfassung",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,9,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,2,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",11999,12,Vermischte Einnahmen,nein,31,2150
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,2,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",23201,42,Beiträge der Länder zum Polizei-IT-Fonds,nein,31,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,2,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",27202,12,Zuschüsse der Europäischen Union,nein,31,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,2,"IT und Netzpolitik, Digitalfunk und Moderne Verwaltung",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,31,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",11999,246,Vermischte Einnahmen,nein,46,15000
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",16204,246,Zinsen aus Darlehen an Deutsche aus dem in Art. 3 des Einigungsvertrages genannten Gebiet zum Existenzaufbau in der gewerbl. Wirtschaft und in freien Berufen sowie zur Eingl. in die Landwirtschaft,nein,46,1
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",18203,249,Rückflüsse aus Darlehen an ehemalige deutsche Kriegsgefangene und politische Häftlinge,nein,46,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",18204,246,Tilgung aus Darlehen an Deutsche aus dem in Art. 3 des Einigungsvertrages genannten Gebiet zum Existenzaufbau in der gewerbl. Wirtschaft und in freien Berufen sowie zur Eingl. in die Landwirtschaft,nein,46,21
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",23201,246,Anteilige Kosten der Länder zu den Leistungen nach Abschnitt II und IV des Flüchtlingshilfegesetzes,nein,46,1
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",27201,219,Einnahmen aus Zuschüssen des europäischen Flüchtlingsfonds,nein,46,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",27202,219,Einnahmen aus Zuschüssen des Europäischen Asyl- und Migrationsfonds (AMIF),nein,46,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",27203,219,Einnahmen aus Zuschüssen des Europäischen Integrationsfonds,nein,47,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",27204,219,Einnahmen aus Zuschüssen des Europäischen Rückkehrfonds,nein,47,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,3,"Integration und Migration, Minderheiten und Vertriebene",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,47,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,11999,43,Vermischte Einnahmen,nein,62,1
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung",nein,62,0
6,Bundesministerium des Innern und für Heimat,e,Verwaltungseinnahmen,10,Sonstige Bewilligungen,13201,43,Erlöse aus der Veräußerung von beweglichen Sachen,nein,62,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,10,Sonstige Bewilligungen,27201,11,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,nein,62,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,10,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,nein,62,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,90,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",16201,18,Erträge aus der Anlage der Zuführungen aus dem Bundeshaushalt sowie der sonstigen Zuführungen,nein,68,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,90,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",23101,18,Zuführungen zur Versorgungsrücklage aus dem Bundeshaushalt,nein,68,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,90,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",23401,18,Sonstige Zuführungen zur Versorgungsrücklage,nein,68,0
6,Bundesministerium des Innern und für Heimat,e,Übrige Einnahmen,90,"Anlage 1 Wirtschaftsplan des Sondervermögens Versorgungsrücklage des Bundes"" (0690)""",35901,850,Entnahme aus Kassenrücklage nicht angelegter Zuführungen aus dem Bundeshaushalt,nein,68,0
